ID,Rerollable,Epic,Chain,Art,Art ID,Name,Description,Difficulty,Column,StartProgress,EndProgress,RQ Hero,RQ Card,RQ Min Lv,RQ Max Lv,XP Amount,Chars,Ready
BackfromtheBrink,TRUE,,,,3028,Back from the Brink,Fall below 10 health and then win the game while above 32 health,hard,right,,1,,,50,,800,83,TRUE
IllbeBack,TRUE,,,,3022,I'll be Back,Have a single Rags the Returned return from the grave twice in one turn,hard,right,,1,,3132,7,,800,83,TRUE
OTK,TRUE,,,,3025,OTK,Do 32+ damage to the enemy Hero in one turn,hard,right,,1,,,40,,800,46,TRUE
Enchantress,TRUE,,,,3024,Enchantress,Control three+ Units with at least three different enchants,med,mid,,1,,,40,,600,70,TRUEWeeklyDelivery,FALSE,wd_test,1,,2107,Weekly Delivery,Complete 10 daily quests,hard,right,,10,,,,,200,39,FALSE
WeeklyDeliveryII,FALSE,wd_test,2,,2107,Weekly Delivery II,Complete 20 daily quests,hard,right,10,20,,,,,300,42,FALSE
WeeklyDeliveryIII,FALSE,wd_test,3,,2107,Weekly Delivery III,Complete 30 daily quests,hard,right,20,30,,,,,400,43,FALSE
WeeklyDeliveryIV,FALSE,wd_test,4,,2107,Weekly Delivery IV,Complete 40 daily quests,hard,right,30,40,,,,,500,42,FALSE
WeeklyDeliveryV,FALSE,wd_test,5,,2107,Weekly Delivery V,Complete 50 daily quests,hard,right,40,50,,,,,600,41,FALSE
HighRoller,TRUE,,,,3013,High Roller,Play a Conquest game ,hard,mid,,1,,,,,"1,400",32,FALSE
LevelUp,TRUE,,,,3015,Level Up!,Get to level 40 in the Skypass!,med,mid,,40,,,,,"1,200",40,FALSE
FriendlyContest,FALSE,fren_test,2,,3010,Friendly Contest,Challenge a friend to a Private game,med,mid,,,,,,,"1,200",52,FALSE
Collector,TRUE,,,,3011,Collector,Unlock 20 Base cards,hard,mid,,1,,,,,"1,400",29,FALSE
Yummy,TRUE,,,,3012,Yummy!,Earn 100 Sticker points,hard,mid,,1,,,,,"1,400",29,FALSE
HeroesofSky,TRUE,,,,3014,Heroes of Sky,Play 2 games with each of the 15 Heroes,med,mid,,30,Sitti,,,,"1,200",52,FALSE
Surprise,TRUE,,,,4132,Surprise!,Destroy 20 Units with Reef diver on the turn he pops back up,med,mid,,20,,4132,7,,"1,200",69,TRUE
SeasonalChampion,TRUE,,,,3026,Seasonal Champion,Win 40 Games,med,mid,,40,,,7,,"1,200",29,TRUE
HolyWords,TRUE,,,,133,Holy Words,Summon 20 Armored Guard using Pontiff of Armis,med,mid,,20,,133,7,,"1,200",56,TRUE
WildlandChampion,TRUE,,,,1132,Wildland Champion,Trigger the effect of Wildland Heir 50 times,med,mid,,50,,1132,7,,"1,200",61,TRUE
Destroy,TRUE,,,,3029,Destroy!,Do 5000 damage to enemies,med,mid,,5000,,,6,,"1,200",33,TRUE
Enchanting,TRUE,,,,4102,Enchanting,Attach 200 enchants,med,mid,,200,,,100,,600,28,TRUE
Competitor,TRUE,,,,3027,Competitor,Play 80 Games,hard,right,,80,,,6,,"1,400",23,TRUE
TheReturnerer,TRUE,,,,3132,The Returnerer ,Have Rags the Returned return from the grave 30 times,hard,right,,30,,3132,7,,"1,400",68,TRUE
ReducedtoAtoms,TRUE,,,,2035,Reduced to Atoms,Dust 100 enemy Units,hard,right,,100,,,50,,"1,400",35,TRUE
PrismPowered,TRUE,,,,3013,Prism Powered,Use or trigger the effect of a Hero Ability 350 times,hard,right,,350,,,7,,"1,400",35,TRUE
EarthBattlerPLUSPLUS,TRUE,,,,86,Earth Battler ++,Play 500 Earth cards,easy,left,,500,Ada,,6,,"1,000",36,TRUE
MetalBattlerPLUSPLUS,TRUE,,,,60,Metal Battler ++,Play 500 Metal cards,easy,left,,500,Ada,,7,,"1,000",36,TRUE
AirBattlerPLUSPLUS,TRUE,,,,1072,Air Battler ++,Play 500 Air cards,easy,left,,500,Samya,,7,,"1,000",32,TRUE
FireBattlerPLUSPLUS,TRUE,,,,1081,Fire Battler ++,Play 500 Fire cards,easy,left,,500,Samya,,7,,"1,000",34,TRUE
DarkBattlerPLUSPLUS,TRUE,,,,3061,Dark Battler ++,Play 500 Dark cards,easy,left,,500,Bouran,,7,,"1,000",34,TRUE
LightBattlerPLUSPLUS,TRUE,,,,3035,Light Battler ++,Play 500 Light cards,easy,left,,500,Bouran,,7,,"1,000",36,TRUE
WaterBattlerPLUSPLUS,TRUE,,,,4031,Water Battler ++,Play 500 Water cards,easy,left,,500,Ari,,7,,"1,000",36,TRUE
MindBattlerPLUSPLUS,TRUE,,,,2087,Mind Battler ++,Play 500 Mind cards,easy,left,,500,Ari,,7,,"1,000",34,TRUE
